step,position,health_level,resource_level,air_pollution,ground_pollution
12,"(2, 4)",100.0,100.0,0.0,0.0
12,"(2, 9)",100.0,100.0,0.0,0.0
12,"(3, 4)",100.0,100.0,0.0,0.0
12,"(3, 5)",100.0,100.0,0.0,0.0
12,"(4, 6)",100.0,100.0,0.0,0.0
12,"(4, 7)",100.0,100.0,0.0,0.0
12,"(5, 2)",100.0,100.0,0.0,0.0
12,"(5, 3)",100.0,100.0,0.0,0.0
12,"(5, 7)",100.0,100.0,0.0,0.0
12,"(6, 0)",100.0,100.0,0.0,0.0
12,"(6, 4)",100.0,100.0,0.0,0.0
12,"(6, 9)",100.0,100.0,0.0,0.0
12,"(8, 0)",100.0,100.0,0.0,0.0
12,"(8, 2)",100.0,100.0,0.0,0.0
12,"(8, 3)",100.0,100.0,0.0,0.0
12,"(8, 4)",100.0,100.0,0.0,0.0
12,"(8, 5)",100.0,100.0,0.0,0.0
12,"(9, 3)",100.0,100.0,0.0,0.0
12,"(9, 4)",100.0,100.0,0.0,0.0
12,"(9, 6)",100.0,100.0,0.0,0.0
13,"(0, 0)",100.0,100.0,0.0,0.0
13,"(0, 3)",100.0,100.0,0.0,0.0
13,"(0, 4)",100.0,100.0,0.0,0.0
13,"(0, 6)",100.0,100.0,0.0,0.0
13,"(0, 9)",100.0,100.0,0.0,0.0
13,"(1, 6)",100.0,100.0,0.0,0.0
13,"(1, 7)",100.0,100.0,0.0,0.0
13,"(2, 1)",100.0,100.0,0.0,0.0
13,"(2, 3)",100.0,100.0,0.0,0.0
13,"(2, 4)",100.0,100.0,0.0,0.0
13,"(2, 9)",100.0,100.0,0.0,0.0
13,"(3, 4)",100.0,100.0,0.0,0.0
13,"(3, 5)",100.0,100.0,0.0,0.0
13,"(4, 6)",100.0,100.0,0.0,0.0
13,"(4, 7)",100.0,100.0,0.0,0.0
13,"(5, 2)",100.0,100.0,0.0,0.0
13,"(5, 3)",100.0,100.0,0.0,0.0
13,"(5, 7)",100.0,100.0,0.0,0.0
13,"(6, 0)",100.0,100.0,0.0,0.0
13,"(6, 4)",100.0,100.0,0.0,0.0
13,"(6, 9)",100.0,100.0,0.0,0.0
13,"(8, 0)",100.0,100.0,0.0,0.0
13,"(8, 2)",100.0,100.0,0.0,0.0
13,"(8, 3)",100.0,100.0,0.0,0.0
13,"(8, 4)",100.0,100.0,0.0,0.0
13,"(8, 5)",100.0,100.0,0.0,0.0
13,"(9, 3)",100.0,100.0,0.0,0.0
13,"(9, 4)",100.0,100.0,0.0,0.0
13,"(9, 6)",100.0,100.0,0.0,0.0
14,"(0, 0)",100.0,100.0,0.0,0.0
14,"(0, 3)",100.0,100.0,0.0,0.0
14,"(0, 4)",100.0,100.0,0.0,0.0
14,"(0, 6)",100.0,100.0,0.0,0.0
14,"(0, 9)",100.0,100.0,0.0,0.0
14,"(1, 6)",100.0,100.0,0.0,0.0
14,"(1, 7)",100.0,100.0,0.0,0.0
14,"(2, 1)",100.0,100.0,0.0,0.0
14,"(2, 3)",100.0,100.0,0.0,0.0
14,"(2, 4)",100.0,100.0,0.0,0.0
14,"(2, 9)",100.0,100.0,0.0,0.0
14,"(3, 4)",100.0,100.0,0.0,0.0
14,"(3, 5)",100.0,100.0,0.0,0.0
14,"(4, 6)",100.0,100.0,0.0,0.0
14,"(4, 7)",100.0,100.0,0.0,0.0
14,"(5, 2)",100.0,100.0,0.0,0.0
14,"(5, 3)",100.0,100.0,0.0,0.0
14,"(5, 7)",100.0,100.0,0.0,0.0
14,"(6, 0)",100.0,100.0,0.0,0.0
